,original_name,country_code,mapped_name,mapped_bvdId,mapping_score,company_name,BvD ID number ,Country ISO code,"NACE Rev. 2, core code (4 digits)","NAICS 2017, core code (4 digits)",Major sectors,Status,Date of incorporation,Operating revenue (Turnover) <th USD 2018>,Operating revenue (Turnover) <th USD 2017>,Operating revenue (Turnover) <th USD 2016>,Operating revenue (Turnover) <th USD 2015>,Operating revenue (Turnover) <th USD 2014>,Operating revenue (Turnover) <th USD 2013>,Operating revenue (Turnover) <th USD 2012>,Operating revenue (Turnover) <th USD 2011>,Operating revenue (Turnover) <th USD 2010>,Operating revenue (Turnover) <th USD 2009>,P/L for period [=Net income] <th USD 2018>,P/L for period [=Net income] <th USD 2017>,P/L for period [=Net income] <th USD 2016>,P/L for period [=Net income] <th USD 2015>,P/L for period [=Net income] <th USD 2014>,P/L for period [=Net income] <th USD 2013>,P/L for period [=Net income] <th USD 2012>,P/L for period [=Net income] <th USD 2011>,P/L for period [=Net income] <th USD 2010>,P/L for period [=Net income] <th USD 2009>,Total assets <th USD 2018>,Total assets <th USD 2017>,Total assets <th USD 2016>,Total assets <th USD 2015>,Total assets <th USD 2014>,Total assets <th USD 2013>,Total assets <th USD 2012>,Total assets <th USD 2011>,Total assets <th USD 2010>,Total assets <th USD 2009>,Shareholders funds <th USD 2018>,Shareholders funds <th USD 2017>,Shareholders funds <th USD 2016>,Shareholders funds <th USD 2015>,Shareholders funds <th USD 2014>,Shareholders funds <th USD 2013>,Shareholders funds <th USD 2012>,Shareholders funds <th USD 2011>,Shareholders funds <th USD 2010>,Shareholders funds <th USD 2009>,Number of employees <2018>,Number of employees <2017>,Number of employees <2016>,Number of employees <2015>,Number of employees <2014>,Number of employees <2013>,Number of employees <2012>,Number of employees <2011>,Number of employees <2010>,Number of employees <2009>,EBITDA <th USD 2018>,EBITDA <th USD 2017>,EBITDA <th USD 2016>,EBITDA <th USD 2015>,EBITDA <th USD 2014>,EBITDA <th USD 2013>,EBITDA <th USD 2012>,EBITDA <th USD 2011>,EBITDA <th USD 2010>,EBITDA <th USD 2009>
881,No Va Land Investment Group,VN,NO VA LAND INVESTMENT GROUP CORPORATION,VN0301444753,scoreA,NO VA LAND INVESTMENT GROUP CORPORATION,VN0301444753,VN,9499,5311,Other services,Active,1992,n.a.,"518,722","332,108","304,862","131,875","76,728","38,512","33,795","35,489","79,503",n.a.,"90,679","75,142","18,978","4,410",359,"4,557","3,642","5,336","5,018",n.a.,"2,205,885","1,648,408","1,213,815","757,494","419,650","422,377","308,502","298,557","298,808",n.a.,"591,143","453,400","278,447","125,517","41,762","41,876","44,421","48,548","47,219",n.a.,"1,581",n.a.,n.a.,n.a.,240,n.a.,150,160,n.a.,n.a.,"119,296","48,003","37,958","12,323",n.a.,n.a.,n.a.,n.a.,n.a.
882,TopGene,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Masha and the Bear,RU,MASHA AND THE BEAR LTD.,RU66425675,scoreA,MASHA AND THE BEAR LTD.,RU66425675,RU,5910,512,Other services,Active,06/05/2010,n.a.,n.a.,"3,241","1,888","6,259","8,930","7,337",n.a.,n.a.,n.a.,n.a.,n.a.,-892,"-1,144","1,668","1,139","1,678",n.a.,n.a.,n.a.,n.a.,n.a.,"2,587","3,045","7,822","10,913","11,794",n.a.,n.a.,n.a.,n.a.,n.a.,"1,520","2,007","4,076","4,597","3,662",n.a.,n.a.,n.a.,n.a.,n.a.,371,360,377,366,279,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
884,ASK Group,IN,ASK GROUP,IN*Z00249473,scoreA,ASK GROUP,IN*Z00249473,IN, , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
885,Adcock Ingram Healthcare,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Lefit,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Kaiyun Auto,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,Unifood,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Orazul Energy,,ORAZUL ENERGY GROUP B.V.,NL34339078,scoreA,ORAZUL ENERGY GROUP B.V.,NL34339078,NL,6420,5511,Other services,Active,14/05/2009,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"32,014","247,245","251,977",n.a.,"447,789",0,0,52,n.a.,n.a.,"31,981","247,042","13,942",n.a.,"24,803",-110,-96,-43,n.a.,n.a.,n.a.,1,1,n.a.,1,1,1,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
890,Woori Bank,KR,WOORI BANK,KR1101110023393,scoreA,WOORI BANK,KR1101110023393,KR,6419,5221,Banks,Active,01/04/1999,n.a.,"9,471,156","9,474,664","8,350,411","7,110,911","7,956,033","6,005,567","6,473,565",n.a.,n.a.,n.a.,"1,429,321","1,057,823","917,179","1,098,853","441,798","1,353,050","1,796,641",n.a.,n.a.,n.a.,"295,465,162","257,251,579","248,920,310","245,753,861","236,862,578","230,943,721","210,515,849",n.a.,n.a.,n.a.,"16,391,417","14,052,378","13,625,512","14,149,552","15,131,262","15,770,677","14,277,073",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
891,NoBroker Technologies Solutions,IN,NOBROKER TECHNOLOGIES SOLUTIONS PRIVATE LIMITED,IN0013890766,scoreA,NOBROKER TECHNOLOGIES SOLUTIONS PRIVATE LIMITED,IN0013890766,IN,8299,5614,Other services,Active,08/12/2014,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
892,Toomics,KR,"TOOMICS CO.,LTD.",KR1101115405249,scoreA,"TOOMICS CO.,LTD.",KR1101115405249,KR,6209,5179,Other services,Active,01/05/2014,n.a.,"16,427","12,894","3,467",3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"-1,113","1,211",-579,-9,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"17,883","14,087","2,213",409,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,64,"1,043",-313,409,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,74,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"3,518","2,161",-548,-5,n.a.,n.a.,n.a.,n.a.,n.a.
893,Alkanza,MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Careem,AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Hayat Kimya Sanayi,TR,HAYAT KIMYA SANAYI ANONIM SIRKETI,TR275871F,scoreA,HAYAT KIMYA SANAYI ANONIM SIRKETI,TR275871F,TR,2041,3256,"Chemicals, rubber, plastics, non-metallic products",Active,09/03/1937,n.a.,n.a.,n.a.,n.a.,"1,166,661","859,755",n.a.,"711,759",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"36,279","39,014",n.a.,"7,900",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"1,512,296","1,220,862",n.a.,"857,825",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"469,615","455,782",n.a.,"347,769",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
896,Oando Gas and Power (OGP),NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Vijaya Diagnostic,IN,VIJAYA DIAGNOSTIC PRIVATE LIMITED,IN0001060839,scoreA,VIJAYA DIAGNOSTIC PRIVATE LIMITED,IN0001060839,IN,8790,6239,"Education, Health",Dissolved,03/07/2009,n.a.,n.a.,n.a.,n.a.,n.a.,"1,270","1,179",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-255,-719,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"1,198","1,679",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"-1,053",-927,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,228,105,n.a.,n.a.,n.a.
898,ExplainEverything,PL,EXPLAIN EVERYTHING SP. Z O.O.,PL361506895,scoreA,EXPLAIN EVERYTHING SP. Z O.O.,PL361506895,PL,6201,5415,Other services,Active,2015,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
899,Joy Orient Translational Medicine Research Center,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Xishaoye Roujiamo,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Timla Foods (PopiCorn),IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,Laiye,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,Yunjiweidian,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Yidaichu,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Memebox,KR,MEMEBOX INC.,KR1101114407816,scoreA,MEMEBOX INC.,KR1101114407816,KR,4791,4541,Wholesale & retail trade,Active,16/08/2010,n.a.,"41,181","54,402","20,794","10,489","3,836",953,75,8,n.a.,n.a.,"-26,096","-32,068","-12,368","-4,450",-501,-165,5,-18,n.a.,n.a.,"27,499","41,295","27,407","5,421",815,233,29,21,n.a.,n.a.,"-2,246","7,217","-6,141","-4,272",186,-132,-4,-9,n.a.,n.a.,228,343,231,129,115,n.a.,n.a.,n.a.,n.a.,n.a.,"-23,740","-30,074","-11,622","-4,343",n.a.,-149,n.a.,n.a.,n.a.
906,Red Rubin/Minty Dot,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Resfeber Labs (Porter),IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,Pocket Aces Pictures,IN,POCKET ACES PICTURES PRIVATE LIMITED,IN0011860747,scoreA,POCKET ACES PICTURES PRIVATE LIMITED,IN0011860747,IN,9001,7111,Other services,Active,10/12/2013,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
909,Next Entertainment,TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Ten3T Healthcare,IN,TEN3T HEALTHCARE PRIVATE LIMITED,IN0012485637,scoreA,TEN3T HEALTHCARE PRIVATE LIMITED,IN0012485637,IN,6201,5415,Other services,Active,21/10/2014,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
911,Evisu (China),CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,KDDL (Kamla Dials),IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,Gho Agro,IN,GHO AGRO PRIVATE LIMITED,IN0016205986,scoreA,GHO AGRO PRIVATE LIMITED,IN0016205986,IN,1102,3121,"Food, beverages, tobacco",Active,22/08/2016,n.a.,n.a.,"8,001",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-49,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"16,638",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"9,590",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,469,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
914,Market Kurly,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,NEO Corporate,TH,NEO CORPORATE CO LTD,TH0105532106338,scoreA,NEO CORPORATE CO LTD,TH0105532106338,TH,4531,4231,Wholesale & retail trade,Active,1989,n.a.,n.a.,"137,912","140,478","152,163","157,068","160,553","131,224","111,681","89,191",n.a.,n.a.,"1,391","2,059","4,050","-2,252",788,514,-265,"1,197",n.a.,n.a.,"55,424","56,978","51,225","60,402","53,331","42,566","36,796","30,193",n.a.,n.a.,"13,590","7,285","5,721","1,679","4,210","3,624","3,207","3,142",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"4,239","3,876",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
916,Amandi Energy,GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Hyperflux Solutions (Comet),IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,OfBusiness,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Indifi Technologies,IN,INDIFI TECHNOLOGIES PRIVATE LIMITED,IN0015027759,scoreA,INDIFI TECHNOLOGIES PRIVATE LIMITED,IN0015027759,IN,7021,5416,Other services,Active,27/05/2015,n.a.,n.a.,n.a.,187,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-360,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"4,693",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"4,594",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-356,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
920,QuintoAndar,BR,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA (Alias: QUINTOANDAR),BR16788643000181,scoreA,QUINTO ANDAR SERVICOS IMOBILIARIOS LTDA,BR16788643000181,BR,6820,5311,Other services,Active,21/08/2012,n.a.,n.a.,"19,948",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,36,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
921,Geosteering Technologies,RU,GEOSTEERING TECHNOLOGIES LTD,RU69533684,scoreA,GEOSTEERING TECHNOLOGIES LTD,RU69533684,RU,6201,5415,Other services,Active,17/11/2010,n.a.,n.a.,n.a.,83,184,391,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,35,315,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,114,99,75,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,62,77,72,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2,2,2,2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
922,Quickprint,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Jamii Bora Bank,KE,JAMII BORA BANK LTD,KEFEB51955,scoreA,JAMII BORA BANK LTD,KEFEB51955,KE,6419,5221,Banks,Active,1999,n.a.,"5,557","8,742","11,295",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"-4,582","-1,636",199,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"124,794","153,976","162,509",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"33,676","35,053","30,939",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,286,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
924,Maskota (+Kota),MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,Hindustan Foods,IN,HINDUSTAN FOODS LIMITED,IN32099FI,scoreA,HINDUSTAN FOODS LIMITED,IN32099FI,IN,1089,3119,"Food, beverages, tobacco",Active,1984,n.a.,n.a.,"5,840","3,596","4,551",529,"1,275",n.a.,861,926,n.a.,n.a.,207,217,400,-221,-310,n.a.,13,-136,n.a.,n.a.,"7,929","2,915","2,743","3,331","2,226",n.a.,"2,286","2,006",n.a.,n.a.,"5,365",222,5,-408,15,n.a.,26,12,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,607,340,854,-83,-113,n.a.,90,-4
926,POM&CO,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Beijing ZhiMaPai Technology,CN,"BEIJING ZHIMAPAI TECHNOLOGY CO., LTD",CN*Z00094113,scoreA,"BEIJING ZHIMAPAI TECHNOLOGY CO., LTD",CN*Z00094113,CN,6311,5182,Other services,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
928,Microtech Medical,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Revv,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Haiqiu Technology,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,Arkel,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Pangea,,PANGEA AD,BG831308908,scoreA,PANGAEA AD,BG831308908,BG,6619,5239,Other services,Active,1993,n.a.,n.a.,0,0,11,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-5,-370,-568,-841,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"1,098","1,138","1,671","2,540",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,172,183,616,"1,342",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-51,n.a.,n.a.,n.a.,n.a.
933,Shanghai Yimi Dida Supply Chain Management,CN,"SHANGHAI YIMIDIDA SUPPLY CHAIN MANAGEMENT CO., LTD",CN*Z00237914,scoreA,"SHANGHAI YIMIDIDA SUPPLY CHAIN MANAGEMENT CO., LTD",CN*Z00237914,CN,6311,5182,Other services,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
934,Hexagon Nutrition,IN,HEXAGON NUTRITION PRIVATE LIMITED,IN0007996745,scoreA,HEXAGON NUTRITION PRIVATE LIMITED,IN0007996745,IN,2013,3251,"Chemicals, rubber, plastics, non-metallic products",Active,27/05/1993,n.a.,n.a.,n.a.,"18,450","13,919","13,842",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"1,093","1,017","1,134",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"16,053","15,949","15,349",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"7,891","6,365","5,539",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"3,300","2,687","2,643",n.a.,n.a.,n.a.,n.a.
935,ZestMoney,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Nubank,BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,NeuroEquilibrium Diagnostic Systems (Advanced Vertigo and Balance Clinic),PK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Ten Marina,SN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Grupo Los Grobo,AR,GRUPO LOS GROBO SA,AR30-70851174-5,scoreA,GRUPO LOS GROBO SA,AR30-70851174-5,AR,6619,5222,Other services,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
940,GrandOmics Biosciences,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,KKday,TW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
